"CodEnvio","Fecha","CodCliente","CodEmpleado","CodVehiculo","DireccionOrigen","CPostalOrigen","DireccionDestino","CPostalDestino","Distancia","Importe"
4654,"15/9/15 0:00:00","0068",3,"Z-2676-BF","CL / BORJA 22-24 BAJO                                                       ","50010","CL / ARGUALAS  10-12                                        ","50012",1,5.0400
4655,"15/9/15 0:00:00","0085",3,"Z-2676-BF","CL / LOPEZ DE LUNA,  37                                                     ","50010","CL / BRAZATO 3  1º D                                                        ","50012",7,5.7400
4656,"15/9/15 0:00:00","0049",3,"Z-2676-BF","PZA/ SAN MIGUEL 12                                          ","50002","CL / MARTIN CORTES 25                                                       ","50005",8,5.4600
4657,"15/9/15 0:00:00","0090",4,"Z-4678-BF","PZA/ LA SEO 6 3                                                             ","50001","CL / PREDICADORES 83                                        ","50003",6,40.3900
4658,"15/9/15 0:00:00","0063",4,"Z-4678-BF","CL / VIA HISPANIDAD 61 7 4º A                               ","50012","AV / SAN JOSE 124                                                           ","50008",9,31.5300
4659,"15/9/15 0:00:00","0047",5,"Z-8113-BK","CL / AVENIDA MADRID 109                                                     ","50010","CL / RUSIÑOL 8                                              ","50002",6,101.9100
4660,"15/9/15 0:00:00","0068",6,"Z-8114-BK","CL / ALBERTO DUCE  13 6 DR                                                  ","50015","CL / ITALIA,  61                                                            ","50010",10,124.7900
4661,"16/9/15 0:00:00","0070",3,"3851-CBT","CL / DOMINGO RAM  53                                                        ","50010","AV / GOMEZ LAGUNA 151-155                                   ","50012",3,107.5300
4662,"16/9/15 0:00:00","0015",4,"8745-CBF","CL / CASTELLAR 33                                                           ","50007","CL / GALAN BERGUA,  6  6 C                                                  ","50010",8,230.0100
4663,"16/9/15 0:00:00","0015",5,"Z-2345-BJ","CL / CAMIO DEL VADO 23                                                      ","50014","CL / FRAY LUIS URBANO,  CASA 23 11                          ","50002",5,123.9400
4664,"16/9/15 0:00:00","0027",6,"Z-2675-BF","CL / ANTONIO BRAVO  16                                                      ","50010","CL / AGUSTIN DE QUINTO 4                                                    ","50006",5,5.1500
4665,"16/9/15 0:00:00","0003",6,"Z-2675-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / ITALIA 36-38                                                           ","50010",6,5.4100
4666,"16/9/15 0:00:00","0076",6,"Z-2675-BF","CL / CARRT.MIRALBUENO 277                                   ","50011","CL / VIA HISPANIDAD 61 6 1C                                                 ","50012",3,5.1400
4667,"16/9/15 0:00:00","0071",6,"Z-2675-BF","CL / MIGUEL SERVET 177                                                      ","50002","CL / AIUM 4                                                 ","50012",3,5.0900
4668,"16/9/15 0:00:00","0062",6,"Z-2675-BF","CL / ARGUALAS 18                                            ","50012","PA / ROSALES 28 DUP.                                                        ","50008",1,5.0600
4669,"16/9/15 0:00:00","0036",7,"Z-2676-BF","CL / MONREAL,  27                                           ","50002","CL / PAMPLONA ESCUDERO 37  1 D                                              ","50005",4,5.4200
4670,"16/9/15 0:00:00","0008",7,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / CORONA DE ARAGON  10  1                                                ","50009",5,5.4300
4671,"16/9/15 0:00:00","0004",7,"Z-2676-BF","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002","CL / JORDANA 4                                                              ","50010",8,5.8300
4672,"16/9/15 0:00:00","0021",8,"Z-4678-BF","CL / MONASTERIOS DE POBLET, LOC.5 31                                        ","50013","CL / BALBINO ORENSANZ 13 2 A                                                ","50014",5,32.9700
4673,"16/9/15 0:00:00","0019",8,"Z-4678-BF","CL / VIA PIGNATELLI 65                                                      ","50007","CL / MIGUEL SERVET 177                                      ","50002",10,129.8000
4674,"16/9/15 0:00:00","0078",9,"Z-8113-BK","CL / DON PEDRO DE LUNA 87                                                   ","50010","CL / CASTILLA  8 2 F                                                        ","50009",9,140.9300
4675,"16/9/15 0:00:00","0044",1,"Z-8114-BK","CL / LEOPOLDO ROMEO 27 6º D                                 ","50002","PA / INDEPENDENCIA  24                                                      ","50001",8,79.8000
4676,"17/9/15 0:00:00","0087",5,"3851-CBT","CL / SALINA 2                                               ","50003","CL / FRAGA 3                                                                ","50003",1,27.5700
4677,"17/9/15 0:00:00","0082",5,"3851-CBT","CL / LEOPOLDO ROMEO,  18                                                    ","50002","CL / ESCOSURA 44                                                            ","50005",1,38.1700
4678,"17/9/15 0:00:00","0050",6,"8745-CBF","CL / VERONICA 10                                                            ","50001","CL / MARIANO BARBASAN 10 BAJO                               ","50002",7,71.0000
4679,"17/9/15 0:00:00","0061",6,"8745-CBF","CL / MAESTRE RACIONAL 20                                    ","50012","CL / DUQUESA VILLAHERMOSA  163  1º                                          ","50010",9,250.9700
4680,"17/9/15 0:00:00","0050",7,"Z-2345-BJ","CL / MARIANO BARBASAN 10 BAJO                               ","50002","CL / ARIAS  16                                                              ","50010",1,10.9500
4681,"17/9/15 0:00:00","0059",7,"Z-2345-BJ","CL / PADRE MARCELLAN 9 8                                                    ","50015","CL / BRAZATO 3  1º D                                        ","50012",1,23.7400
4682,"17/9/15 0:00:00","0073",8,"Z-2675-BF","CL / CAMINO DEL PILON 47                                    ","50011","CL / PADRE MANJON, 36                                                       ","50010",4,5.1400
4683,"17/9/15 0:00:00","0035",8,"Z-2675-BF","CL / CAMINO DE LAS TORRES 106                                               ","50007","CL / TOLEDO 13                                                              ","50005",8,5.2000
4684,"17/9/15 0:00:00","0084",8,"Z-2675-BF","AV /  CATALUÑA 55-59                                                        ","50014","CL / LUIS DEL VALLE  14-16                                                  ","50005",8,5.7600
4685,"17/9/15 0:00:00","0080",8,"Z-2675-BF","CL / SANTA ANA - EDIF. EBROSA 4                                             ","50004","CL / RAMON IZURQUIZA 14                                                     ","50010",7,5.2100
4686,"17/9/15 0:00:00","0033",8,"Z-2675-BF","CL / MENDEZ NUÑEZ,  15                                      ","50002","CL / JUAN CARLOS I,  22                                                     ","50009",6,5.1600
4687,"17/9/15 0:00:00","0019",9,"Z-2676-BF","CL / MONASTERIO DE PIEDRA 1                                                 ","50011","CL / MIGUEL SERVET 177                                      ","50002",10,5.3000
4688,"17/9/15 0:00:00","0004",9,"Z-2676-BF","AV / PABLO RUIZ PICASSO  2 7 A                                              ","50015","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002",4,5.1600
4689,"17/9/15 0:00:00","0010",9,"Z-2676-BF","CL / UNCETA 62                                                              ","50010","CL / MONASTERIO DE SIRESA 13  6º C                          ","50002",9,5.0800
4690,"17/9/15 0:00:00","0001",9,"Z-2676-BF","CL / BELGICA 5-7                                            ","50070","AV / CESAREO ALIERTA 120                                                    ","50008",2,5.2000
4691,"17/9/15 0:00:00","0020",9,"Z-2676-BF","CL / BRETON 16                                                              ","50005","AV / COMPROMISO DE CASPE 80                                 ","50002",1,5.1800
4692,"17/9/15 0:00:00","0055",1,"Z-4678-BF","PA / CALANDA 74 LOCAL                                                       ","50010","CL / EUGENIA BUESO 9                                        ","50002",5,35.5900
4693,"17/9/15 0:00:00","0014",1,"Z-4678-BF","CM / DE ENMEDIO 120                                                         ","50013","CL / DOCTOR IRANZO 84                                       ","50002",10,70.3900
4694,"17/9/15 0:00:00","0089",2,"Z-8113-BK","CL / RODRIGO REBOLLEDO 36 DPDO                              ","50002","CL / MONASTERIO DE POBLET 8-10                                              ","50013",5,119.3600
4695,"17/9/15 0:00:00","0067",3,"Z-8114-BK","CL / MIGUEL SERVET 177                                      ","50002","CL / ROSAS 16-19                                                            ","50009",1,10.9800
4696,"17/9/15 0:00:00","0069",3,"Z-8114-BK","CL / MIGUEL SERET 177                                                       ","50002","AV / GIL DE JASA 18                                                         ","50006",3,21.6600
4697,"18/9/15 0:00:00","0017",8,"3851-CBT","PZA/ MARIANO ARREGUI 8 1                                                    ","50005","CL / MAESTRO MINGOTE 20-22                                  ","50002",3,100.5300
4698,"18/9/15 0:00:00","0025",9,"8745-CBF","CL / MAESTRE RACIONAL 20                                                    ","50012","CL / FRAY LUIS URBANO 55                                    ","50002",2,22.8400
4699,"18/9/15 0:00:00","0030",9,"8745-CBF","CL / HERMANOS CAMBRA 10                                                     ","50005","CL / PLAZA DEL PILAR 22                                                     ","50001",8,369.7300
4700,"18/9/15 0:00:00","0073",1,"Z-2345-BJ","CL / CAMINO CABALDOS 1                                                      ","50013","CM / DE LA MOSQUETERA 45                                                    ","50010",10,180.1000
4701,"18/9/15 0:00:00","0061",2,"Z-2675-BF","CL / SAN CLEMENTE 6 1º C                                                    ","50001","CL / RAMIRO I 1                                                             ","50010",4,5.2400
4702,"18/9/15 0:00:00","0066",2,"Z-2675-BF","AV / SAN JUAN BOSCO 15                                                      ","50009","PI / MALPICA CALLE E PARCELA 9-10 N-13 14                                   ","50016",1,5.0500
4703,"18/9/15 0:00:00","0061",2,"Z-2675-BF","CL / MIGUEL SERVET, 177                                                     ","50013","CL / MAESTRE RACIONAL 20                                    ","50012",10,5.3400
4704,"18/9/15 0:00:00","0079",2,"Z-2675-BF","CM / DE LAS TORRES 79                                                       ","50008","CL / PREVISION SOCIAL 1                                                     ","50008",8,5.9200
4705,"19/9/15 0:00:00","0025",8,"3851-CBT","CL / LEOPOLDO ROMEO 27 6º D                                                 ","50002","CL / FRAY LUIS URBANO 55                                    ","50002",6,204.1100
4706,"19/9/15 0:00:00","0042",9,"8745-CBF","CL / HERMANOS CAMBRA 10                                                     ","50005","CL / EUGENIA HUESO 17                                       ","50002",8,85.7200
4707,"19/9/15 0:00:00","0019",9,"8745-CBF","CL / AMADO NERO 2                                                           ","50008","CL / CRESPO DE AGÜERO 1                                                     ","50004",5,80.6500
4708,"19/9/15 0:00:00","0033",1,"Z-2345-BJ","CL / MENDEZ NUÑEZ,  15                                      ","50002","CL / MAYOR,  51                                                             ","50001",2,17.0900
4709,"19/9/15 0:00:00","0016",1,"Z-2345-BJ","CL / FRANCISCO VITORIA 27                                                   ","50008","CL / MIGUEL SERVET 177                                      ","50002",6,40.8700
4710,"19/9/15 0:00:00","0080",1,"Z-2345-BJ","CL / CAPITAN GODOY BELTRAN  13 2-1                                          ","50002","CL / PLAZA LA SEO 6                                                         ","50001",4,102.5900
4711,"19/9/15 0:00:00","0031",2,"Z-2675-BF","CL / DON JAIME,  44                                                         ","50001","CL / MONASTERIO DE OBARRA,  2-4 BAJO                        ","50002",1,5.0600
4712,"19/9/15 0:00:00","0083",2,"Z-2675-BF","CL / CASTELAR 79                                                            ","50013","CL / ADOLFO AZNAR 26                                                        ","50015",7,5.3000
4713,"19/9/15 0:00:00","0034",2,"Z-2675-BF","CL / DUQUESA VILLAHERMOSA 66-68                                             ","50009","CL / CARMEN 16                                              ","50002",8,5.7400
4714,"19/9/15 0:00:00","0053",2,"Z-2675-BF","CL / FLORIAN REY 13                                         ","50002","CL / UNCETA 12-14                                                           ","50010",5,5.2300
4715,"20/9/15 0:00:00","0069",7,"3851-CBT","CL / TURCO 14                                                               ","50002","CL / ARGUALAS  12                                           ","50012",9,307.6400
4716,"20/9/15 0:00:00","0079",8,"8745-CBF","PA /  TERUEL 15-17                                                          ","50004","CL / JOSE MANUEL BLECUA 26                                  ","50011",7,304.4000
4717,"20/9/15 0:00:00","0089",9,"Z-2345-BJ","CL / RODRIGO REBOLLEDO 36 DPDO                              ","50002","CL / ARZOBISPO APAOLAZA 11                                                  ","50009",7,260.4600
4718,"20/9/15 0:00:00","0049",1,"Z-2675-BF","CL / FERNANDO EL CATOLICO 2 PRIN                                            ","50005","CL / ANTONIO FLETA 4                                                        ","50010",8,5.0700
4719,"20/9/15 0:00:00","0087",1,"Z-2675-BF","CL / CORONA DE ARAGON 52                                                    ","50009","CL / AVENIDA AMERICA 64                                                     ","50010",3,5.1200
4720,"20/9/15 0:00:00","0040",1,"Z-2675-BF","CL / BATALLA DE LEPANTO, 7                                  ","50002","CL / CINEASTA CARLOS SAURA LOCAL7 13                                        ","50015",8,5.3200
4721,"20/9/15 0:00:00","0090",1,"Z-2675-BF","CL / PREDICADORES 83                                        ","50003","CL / PASEO DE LA MINA 9                                                     ","50001",5,5.5200
4722,"20/9/15 0:00:00","0016",1,"Z-2675-BF","CL / DUQUESA VILLAHERMOSA    4                                              ","50010","CL / MIGUEL SERVET 177                                      ","50002",2,5.1000
4723,"20/9/15 0:00:00","0048",2,"Z-2676-BF","CL / BARCELONA, 41                                                          ","50010","CL / LEOPOLDO ROMEO 10                                                      ","50002",5,5.4000
4724,"20/9/15 0:00:00","0035",2,"Z-2676-BF","CL / ESCOSURA  34-36                                                        ","50005","CL / MONASTERIO DE LA OLIVA,  14                            ","50002",1,5.0200
4725,"20/9/15 0:00:00","0083",2,"Z-2676-BF","CL / CONDE ARANDA,  17                                                      ","50003","CL / ASIN Y PALACIOS, LOCAL 9 11                                            ","50009",6,5.6200
4726,"20/9/15 0:00:00","0062",3,"Z-4678-BF","CL / ARGUALAS 18                                            ","50012","CL / PEDRO DE LUNA, 18                                                      ","50010",10,98.7500
4727,"20/9/15 0:00:00","0080",4,"Z-8113-BK","CL / SANCHO ARROYO 12                                                       ","50002","PI / EL PORTAZGO BLOQUE B NAVE 12 0                         ","50011",10,74.1700
4728,"20/9/15 0:00:00","0033",4,"Z-8113-BK","CL / SAN JORGE 1                                                            ","50001","CL / MENDEZ NUÑEZ,  15                                      ","50002",1,12.9400
4729,"20/9/15 0:00:00","0049",5,"Z-8114-BK","CL / NAVAS DE TOLOSA 20                                                     ","50010","CL / SANTA OROSIA 17                                                        ","50010",10,122.2600
4730,"21/9/15 0:00:00","0061",6,"3851-CBT","CL / SUPERVIA 2-4 10 C                                                      ","50006","V  / HISPANIDAD 71                                                          ","50009",2,100.9500
4731,"21/9/15 0:00:00","0012",7,"8745-CBF","CL / SAN VICENTE MARTIR 24                                  ","50080","CL / BORJA 16                                                               ","50010",8,160.9900
4732,"21/9/15 0:00:00","0055",7,"8745-CBF","CL / MARCIAL 1                                                              ","50005","CL / EUGENIA BUESO 9                                        ","50002",1,40.0100
4733,"21/9/15 0:00:00","0002",8,"Z-2345-BJ","CL / COSO 57 3                                                              ","50001","CL / MIGUEL SERVET 177                                      ","50002",4,50.7800
4734,"21/9/15 0:00:00","0063",8,"Z-2345-BJ","CL / EDUARDO IBARRA 6                                                       ","50009","CL / MOSEN JOSE MARTINEZ 18                                                 ","50011",4,31.4200
4735,"21/9/15 0:00:00","0007",9,"Z-2675-BF","CL / MIGUEL SERVET 93-95                                    ","50002","CL / MARIA MOLINER 71                                                       ","50007",1,5.0800
4736,"21/9/15 0:00:00","0084",9,"Z-2675-BF","CL / ITALIA 23-25                                                           ","50010","CL / OCTAVIO PAZ,  11-13                                                    ","50015",8,5.2400
4737,"21/9/15 0:00:00","0027",9,"Z-2675-BF","CL / ARGENSOLA, 16                                                          ","50001","CL / PADRE MARCELLAN 13                                                     ","50015",3,5.2300
4738,"21/9/15 0:00:00","0020",9,"Z-2675-BF","CL / PASEO DE CALANDA  50 6 A                                               ","50010","AV / COMPROMISO DE CASPE 80                                 ","50002",5,5.4400
4739,"21/9/15 0:00:00","0028",1,"Z-2676-BF","CL / FLORIAN REY 10                                         ","50002","CL / MADRE SACRAMENTO  45                                                   ","50004",4,5.0900
4740,"21/9/15 0:00:00","0086",1,"Z-2676-BF","CL / PLAZA DEL PILAR 7                                      ","50003","CL / UNCETA 39                                                              ","50010",1,5.0700
4741,"21/9/15 0:00:00","0082",1,"Z-2676-BF","CL / DON JAIME I, 9                                                         ","50001","CL / POL. IND. PORTAZGO B-3 7                               ","50011",1,5.0300
4742,"21/9/15 0:00:00","0045",1,"Z-2676-BF","CL / VALLE DE ZURIZA 15                                                     ","50015","CL / SANTA OROSIA 30                                                        ","50010",9,5.6600
4743,"21/9/15 0:00:00","0017",2,"Z-4678-BF","CL / JORDANA 4                                                              ","50010","CL / MAESTRO MINGOTE 20-22                                  ","50002",2,15.9200
4744,"21/9/15 0:00:00","0031",2,"Z-4678-BF","CL / MONASTERIO DE OBARRA,  2-4 BAJO                        ","50002","CL / MADRE SACRAMENTO,  37                                                  ","50008",8,101.2200
4745,"21/9/15 0:00:00","0039",3,"Z-8113-BK","CL / COSO  7                                                ","50002","CL / BOLIVIA 51-55                                                          ","50010",9,70.8500
4746,"21/9/15 0:00:00","0016",3,"Z-8113-BK","CL / CACERES 3                                                              ","50008","CL / RIO GUADALOPE 11                                                       ","50003",7,108.6800
4747,"21/9/15 0:00:00","0090",4,"Z-8114-BK","CL / PREDICADORES 83                                        ","50003","CL / CAMIO DEL VADO 23                                                      ","50014",6,21.9600
4748,"21/9/15 0:00:00","0014",4,"Z-8114-BK","CL / DOCTOR IRANZO 84                                       ","50002","CL / POL. MIGUEL SERVET 2                                                   ","50013",2,25.2700
4749,"22/9/15 0:00:00","0040",4,"3851-CBT","CL / MONASTERIO DE PIEDRA 1                                                 ","50011","CL / DOCTOR CERRADA,  12                                                    ","50005",2,113.9700
4750,"22/9/15 0:00:00","0001",5,"8745-CBF","CL / BELGICA 5-7                                            ","50070","CL / ALCALDE CABALLERO 22                                                   ","50014",7,147.8800
4751,"22/9/15 0:00:00","0070",5,"8745-CBF","CL / DUQUESA VILLAHERMOSA 66-68                                             ","50009","CL / POL. MIGUEL SERVET 2                                                   ","50013",6,107.5800
4752,"22/9/15 0:00:00","0089",6,"Z-2345-BJ","CL / RODRIGO REBOLLEDO 36 DPDO                              ","50002","CL / SIERRA DE GUARA  10 1 IZ                                               ","50015",3,58.4300
4753,"22/9/15 0:00:00","0076",7,"Z-2675-BF","AV / SAN JUAN DE LA PEÑA  12                                                ","50015","CL / CARRT.MIRALBUENO 277                                   ","50011",4,5.1000
4754,"22/9/15 0:00:00","0050",7,"Z-2675-BF","CL / COSO 57 3                                                              ","50001","CM / DE LOS MOLINOS  51  1 E                                                ","50015",10,5.2700
4755,"22/9/15 0:00:00","0004",7,"Z-2675-BF","CL / MIGUEL SERVET 86-90 LOCA                                               ","50013","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002",4,5.1000
4756,"22/9/15 0:00:00","0072",7,"Z-2675-BF","CL / SANGENIS 71                                                            ","50010","CL / SEVILLA 28-30                                                          ","50006",4,5.0300
4757,"22/9/15 0:00:00","0009",7,"Z-2675-BF","PZA/ SAN FRANCISCO  17                                                      ","50006","CL / Nª SRA. DEL SALZ 45                                                    ","50017",6,5.2200
4758,"22/9/15 0:00:00","0035",7,"Z-2675-BF","CL / CASPE  9                                                               ","50010","CL / MAESTRE RACIONAL 20                                                    ","50012",7,5.4900
4759,"22/9/15 0:00:00","0023",7,"Z-2675-BF","AV / DE MONTAÑANA 930                                       ","50080","CL / CORONA DE ARAGON  10  1                                                ","50009",9,5.0500
4760,"22/9/15 0:00:00","0053",7,"Z-2675-BF","CL / FLORIAN REY 13                                         ","50002","CL / MIGUEL SERVET 177                                                      ","50002",1,5.0400
4761,"22/9/15 0:00:00","0062",8,"Z-2676-BF","CL / PADRE CONSOLACION 15                                                   ","50003","PZA/ MARIANO ARREGUI 8 1                                                    ","50005",8,5.6800
4762,"22/9/15 0:00:00","0006",8,"Z-2676-BF","CL / MIGUEL SERET 177                                       ","50002","CL / ALFONSO I 24 4 B                                                       ","50003",1,5.0500
4763,"22/9/15 0:00:00","0047",8,"Z-2676-BF","CL / RUSIÑOL 8                                              ","50002","CM / DE LOS MOLINOS  24                                                     ","50015",7,5.1000
4764,"22/9/15 0:00:00","0074",8,"Z-2676-BF","CL / TOLEDO 13                                                              ","50005","CL / PASEO LA RIBERA 3  8º B                                                ","50015",2,5.0900
4765,"22/9/15 0:00:00","0057",8,"Z-2676-BF","CL / PALENCIA 17 8º A                                                       ","50015","CL / SAN MIGUEL  10                                                         ","50001",2,5.0800
4766,"22/9/15 0:00:00","0079",9,"Z-4678-BF","CL / OBISPO TAJON 2                                                         ","50005","CL / JOSE MANUEL BLECUA 26                                  ","50011",7,62.1600
4767,"22/9/15 0:00:00","0034",9,"Z-4678-BF","CL / GARCIA ARISTA  11-13                                                   ","50015","PZA/ DEL PILAR  12 1 1                                                      ","50003",7,69.9200
4768,"22/9/15 0:00:00","0035",1,"Z-8113-BK","CL / ITALIA 54                                                              ","50010","CL / MONASTERIO DE LA OLIVA,  14                            ","50002",2,18.4600
4769,"22/9/15 0:00:00","0088",1,"Z-8113-BK","CL / BENJAMIN FRANKLIN 13                                                   ","50014","CL / SANTIAGO DULONG 8                                      ","50003",10,194.0700
4770,"22/9/15 0:00:00","0060",2,"Z-8114-BK","CL / ARGUALAS 2                                             ","50012","CL / ANTONIO FLETA 4                                                        ","50010",4,16.1000
4771,"22/9/15 0:00:00","0016",2,"Z-8114-BK","CL / MIGUEL SERVET 177                                      ","50002","AV / GOMEZ LAGUNA 151-155                                                   ","50012",7,104.8200
4772,"23/9/15 0:00:00","0054",6,"3851-CBT","CL / MADRE SACRAMENTO 39                                                    ","50004","AV /  CATALUÑA 55-59                                                        ","50014",9,194.4300
4773,"23/9/15 0:00:00","0065",6,"3851-CBT","CL / AVENIDA GOMEZ LAGUNA 6                                                 ","50009","CL / VIA IBERICA 149                                        ","50012",2,141.9000
4774,"23/9/15 0:00:00","0087",7,"8745-CBF","CL / MONASTERIO DE LA OLIVA,  14                                            ","50002","CL / SALINA 2                                               ","50003",8,293.5600
4775,"23/9/15 0:00:00","0056",8,"Z-2345-BJ","CL / JUAN PABLO BONET 6                                     ","50002","CL / PADRE MANJON 4                                                         ","50010",2,16.9100
4776,"23/9/15 0:00:00","0007",8,"Z-2345-BJ","CL / CAPITAN PINA 11                                                        ","50010","CL / MIGUEL SERVET 93-95                                    ","50002",5,96.8200
4777,"23/9/15 0:00:00","0011",9,"Z-2675-BF","CL / CESAR AGUSTO 72                                                        ","50003","CL / BRETON 16                                                              ","50005",1,5.0500
4778,"23/9/15 0:00:00","0069",9,"Z-2675-BF","CL / ARGUALAS  12                                           ","50012","CL / AVENIDA MADRID 5                                                       ","50004",6,5.2100
4779,"23/9/15 0:00:00","0017",9,"Z-2675-BF","CL / SAN JUAN DE LA CRUZ 19                                                 ","50007","CL / MAESTRO MINGOTE 20-22                                  ","50002",7,5.4300
4780,"23/9/15 0:00:00","0013",9,"Z-2675-BF","CL / UNCETA 12-14                                                           ","50010","CL / VENECIA  28                                                            ","50007",6,5.9900
4781,"23/9/15 0:00:00","0091",1,"Z-2676-BF","AV /  CESAR AUGUSTO  13                                                     ","50003","CL / EUGENIA BUESO 9                                                        ","50002",7,5.1700
4782,"23/9/15 0:00:00","0025",1,"Z-2676-BF","CL / FRAY LUIS URBANO 55                                    ","50002","PA / ROSALES 28 DUP.                                                        ","50008",2,5.1200
4783,"23/9/15 0:00:00","0061",1,"Z-2676-BF","CL / MAESTRE RACIONAL 20                                    ","50012","CL / CINCO DE MARZO 7                                                       ","50004",9,5.6900
4784,"23/9/15 0:00:00","0089",1,"Z-2676-BF","PA / LUCAS MALLADA 22                                                       ","50007","CL / DOMINGO RAM 30                                                         ","50010",5,5.1000
4785,"23/9/15 0:00:00","0083",1,"Z-2676-BF","CL / DOCTOR HORNO 31                                                        ","50004","CL / MENENDEZ  PELAYO  4                                                    ","50009",4,5.0200
4786,"23/9/15 0:00:00","0063",1,"Z-2676-BF","CL / ITALIA 23-25                                                           ","50010","CL / VIA HISPANIDAD 61 7 4º A                               ","50012",7,5.2700
4787,"23/9/15 0:00:00","0059",2,"Z-4678-BF","CL / CANOVAS 23                                                             ","50004","CL / BRAZATO 3  1º D                                        ","50012",5,50.6900
4788,"23/9/15 0:00:00","0005",3,"Z-8113-BK","CL / ESCOSURA 47-49                                                         ","50005","CL / CAMINO CABALDOS 1                                                      ","50013",1,19.7400
4789,"23/9/15 0:00:00","0034",4,"Z-8114-BK","CL / CARMEN 16                                              ","50002","CL / PASEO DE LA RIBERA 2                                                   ","50015",5,80.3900
4790,"24/9/15 0:00:00","0018",8,"3851-CBT","CL / CARLOS MARX 2-4                                                        ","50015","CL / LEOPOLDO ROMEO 10                                      ","50002",6,347.4300
4791,"24/9/15 0:00:00","0019",9,"8745-CBF","CL / SANTA OROSIA 17                                                        ","50010","CL / MIGUEL SERVET 177                                      ","50002",6,167.9400
4792,"24/9/15 0:00:00","0039",1,"Z-2345-BJ","CL / VIA PIGNATELLI 45                                                      ","50007","CL / COSO  7                                                ","50002",8,110.6100
4793,"24/9/15 0:00:00","0056",1,"Z-2345-BJ","CL / ILDENFOSO MANUEL GIL,  2                                               ","50015","CL / JUAN PABLO BONET 6                                     ","50002",7,126.4600
4794,"24/9/15 0:00:00","0042",2,"Z-2675-BF","CL / EUGENIA HUESO 17                                       ","50002","CL / AIUM 4                                                                 ","50012",2,5.0800
4795,"24/9/15 0:00:00","0049",2,"Z-2675-BF","CL / MONASTERIO DE ALAHON  1-3                                              ","50002","PZA/ SAN MIGUEL 12                                          ","50002",5,5.1500
4796,"24/9/15 0:00:00","0001",2,"Z-2675-BF","CL / UNCETA 6                                                               ","50010","CL / TOMAS HIGUERA 40                                                       ","50013",4,5.2300
4797,"24/9/15 0:00:00","0091",2,"Z-2675-BF","CL / SEVILLA  28                                                            ","50006","CL / ESPOZ Y MINA 4                                         ","50003",1,5.0800
4798,"24/9/15 0:00:00","0067",3,"Z-2676-BF","CL / CORONA DE ARAGON 52                                                    ","50009","CL / DON PEDRO DE LUNA 87                                                   ","50010",7,5.2000
4799,"24/9/15 0:00:00","0017",3,"Z-2676-BF","CL / COSO 57 3                                                              ","50001","CL / MAESTRO MINGOTE 20-22                                  ","50002",4,5.2300
4800,"24/9/15 0:00:00","0060",3,"Z-2676-BF","CL / CAMIO DEL VADO 23                                                      ","50014","CL / ARGUALAS 2                                             ","50012",7,5.3400
4801,"24/9/15 0:00:00","0013",3,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / SAN ANTONIO Mª CLARET 30                                               ","50014",2,5.0800
4802,"24/9/15 0:00:00","0026",3,"Z-2676-BF","CL / ASALTO 45                                              ","50002","AV / SAN GREGORIO 30                                                        ","50015",7,5.2600
4803,"24/9/15 0:00:00","0028",4,"Z-4678-BF","CL / AGUSTIN DE QUINTO 4                                                    ","50006","CL / ROSAS 16-19                                                            ","50009",4,25.6600
4804,"24/9/15 0:00:00","0005",4,"Z-4678-BF","CL / VIA PIGNATELLI 11-13                                                   ","50007","CL / COMPROMISO DE CASPE 25                                 ","50002",2,11.0500
4805,"24/9/15 0:00:00","0035",4,"Z-4678-BF","CL / CORTES DE ARAGON 59                                                    ","50005","CL / MONASTERIO DE LA OLIVA,  14                            ","50002",3,32.7600
4806,"24/9/15 0:00:00","0080",5,"Z-8113-BK","PI / EL PORTAZGO BLOQUE B NAVE 12 0                         ","50011","CL / DOCTOR CERRADA,  12                                                    ","50005",9,105.7400
4807,"24/9/15 0:00:00","0067",6,"Z-8114-BK","CL / AMADO NERO 2                                                           ","50008","CL / PADRE MARCELLAN 13                                                     ","50015",6,59.9700
4808,"25/9/15 0:00:00","0052",2,"3851-CBT","CL / CONDES DE ARAGON  30                                                   ","50009","CL / AMISTAD 017                                            ","50002",9,602.6000
4809,"25/9/15 0:00:00","0071",3,"8745-CBF","CL / FERNANDO EL CATOLICO 2 1º                                              ","50005","CL / AIUM 4                                                 ","50012",10,264.2500
4810,"25/9/15 0:00:00","0069",4,"Z-2345-BJ","CL / ARGUALAS  12                                           ","50012","CL / PASEO SAGASTA 55                                                       ","50007",5,139.3500
4811,"25/9/15 0:00:00","0032",5,"Z-2675-BF","AV / DE MADRID 94                                                           ","50010","CL / CARRETERA CASTELLON 44                                                 ","50013",7,5.3200
4812,"25/9/15 0:00:00","0049",5,"Z-2675-BF","PZA/ SAN MIGUEL 12                                          ","50002","CL / ALBAREDA,  14                                                          ","50004",10,5.5800
